District,PS Name,FIR No,Date Report,Date Accident,Time Report,Time Accident,Sections,Accident type,Death,Grievous,Minor,Pedestrian,Cyclist,Latitude,Longitude,Place of Occurance,Type Area,City/Town/ Village,Lanes Road,Divider,Spot Accident,Weather,T -Junction,Collision,Type Road,Road Features,Visibility,Traffic Control,Accussed Vehicle,Victim Vehicle
THIRUVANANTHAPURAM CITY,Medical College,1077/2000,16/01/2020,15/01/2020,23:15:00,21:45:00,MO(Death),Grevious Injury,0,1,0,0,0,10.09863,76.20299,IILATHUPADY,Rural,Village,Single,no,In Open area,Cloudy,NA,Head on Collision,State Highway,Straight Road,Poor,Uncontrolled,Mini Lorry,Motor Cycle
THIRUVANANTHAPURAM CITY,Medical College,1078/2000,01/01/2020,18/11/2020,21:30:00,16:00:00,"279,337,338",Grevious Injury,0,2,0,0,0,9.99426,76.22438,PUTHUVYPU,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Head on Collision,State Highway,Straight Road,Good,Uncontrolled,Auto rickshaw,Motor Cycle
THIRUVANANTHAPURAM CITY,Pettah,1079/2000,05/01/2020,27/12/2020,14:00:00,17:45:00,304(A),Grevious Injury,0,1,0,1,0,10.136986,76.266515,MANAKKAPPADY BUS STOP,Rural,Village,Single,no,Other,Sunny/Clear,NA,Hit Pedestrian,Other Road,Others,Not Known,Police controlled,Other Medium Goods vehicle,Auto rickshaw
THIRUVANANTHAPURAM CITY,Pettah,1080/2000,07/01/2020,20/11/2020,17:30:00,14:00:00,"279,337,338,134(a+b)",Grevious Injury,0,1,0,0,0,10.129509,76.282995,THATTAMPADY,Rural,Village,Single,no,Other,Sunny/Clear,NA,Other,Other Road,Others,Good,Police controlled,Car,Car
THIRUVANANTHAPURAM CITY,Pettah,1081/2000,09/01/2020,22/12/2020,20:50:00,08:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.122157,76.285269,ALANGAD,Rural,Village,Single,no,Other,Sunny/Clear,NA,Other,Other Road,Others,Good,Police controlled,Car,Motor Cycle
THIRUVANANTHAPURAM CITY,Pettah,1082/2000,06/01/2020,21/08/2020,18:05:00,21:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.116749,76.282265,NEERICODE,Rural,Village,Single,no,Other,Sunny/Clear,NA,Other,Other Road,Others,Good,Police controlled,Car,Motor Cycle
THIRUVANANTHAPURAM CITY,Pettah,1083/2000,14/01/2020,14/01/2020,16:00:00,15:00:00,"279,337,338",Grevious Injury,0,1,1,0,0,10.1140453,76.2351357,EZHIKKARA,Rural,Village,Single,no,Near bus stop,Sunny/Clear,T- Junction,Hit from Back,Other Road,Others,Good,Uncontrolled,Car,Auto rickshaw
THIRUVANANTHAPURAM CITY,Pettah,1084/2000,16/01/2020,19/12/2020,17:30:00,14:45:00,"279,337,338",Grevious Injury,0,1,0,0,1,10.03637,76.22251,PERUMPILLY BLOCK JN,Rural,Village,Single,no,Near hospital,Sunny/Clear,NA,Right turn collision,Other Road,Straight Road,Good,Uncontrolled,Car,Motor Cycle
THIRUVANANTHAPURAM CITY,Pettah,1085/2000,24/01/2020,22/01/2020,18:16:00,19:00:00,304(A),Grevious Injury,0,1,0,0,0,10.142654,76.352882,PARAMBAYAM,Rural,Village,Double,yes,Other,Cloudy,NA,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Scooter,Scooter
THIRUVANANTHAPURAM CITY,Pettah,1086/2000,25/01/2020,23/01/2020,15:00:00,10:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.123806,76.244743,CHERIYAPPILLY,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Hit from Back,National Highway,Curved Road,Good,Uncontrolled,Auto rickshaw,Motor Cycle
THIRUVANANTHAPURAM CITY,Cantonment,1087/2000,21/01/2020,20/01/2020,11:30:00,17:30:00,"279,337",Minor Injury,0,0,1,0,0,10.142974,76.228429,POTTANTHERUV,Rural,Village,Single,no,Near petrol pump,Sunny/Clear,NA,Other,National Highway,Straight Road,Good,Uncontrolled,Scooter,Lorry
THIRUVANANTHAPURAM CITY,Pettah,1088/2000,17/01/2020,20/12/2020,19:00:00,14:15:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.138093,76.253566,VAZHIKULANGARA,Rural,Village,Single,no,Narrow bridge or culverts,Sunny/Clear,NA,Hit from Side,Other Road,Bridge,Good,Uncontrolled,Motor Cycle,Motor Cycle
THIRUVANANTHAPURAM CITY,Pettah,1089/2000,12/01/2020,11/01/2020,19:27:00,10:30:00,MO(Death),Grevious Injury,0,1,0,0,0,10.161789,76.37913,MANACKAPPADY,Rural,Village,Single,no,Other,Sunny/Clear,NA,Right turn collision,Other Road,Straight Road,Good,Uncontrolled,Goods Auto,Scooter
THIRUVANANTHAPURAM CITY,Fort,1090/2000,04/01/2020,13/12/2020,13:00:00,12:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.143627,76.235968,PERUVARAM,Rural,Village,Single,no,In Residential area,Sunny/Clear,NA,Hit from Back,Other Road,Straight Road,Good,Uncontrolled,Auto rickshaw,Motor Cycle
THIRUVANANTHAPURAM CITY,Poonthura,1091/2000,28/01/2020,16/01/2020,20:00:00,22:15:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.1323393,76.2597255,ATHANI JN,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Run off the Road,Other Road,Others,Good,Uncontrolled,Car,Scooter
THIRUVANANTHAPURAM CITY,Kovalam,1092/2000,04/01/2020,31/12/2020,11:45:00,08:30:00,"279,337",Grevious Injury,0,1,0,1,0,10.122166,76.2457418,VALLUVALLY,Rural,Village,Double,no,Near bus stop,Sunny/Clear,NA,Hit Pedestrian,National Highway,Others,Good,Uncontrolled,Car,Scooter
THIRUVANANTHAPURAM CITY,Pettah,1093/2000,03/01/2020,02/12/2020,16:11:00,08:20:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.138063,76.353527,PARAMBAYAM,Rural,Village,Double,yes,Other,Sunny/Clear,NA,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Car,Motor Cycle
THIRUVANANTHAPURAM CITY,Fort,1094/2000,10/01/2020,05/01/2020,14:34:00,09:15:00,"279,337,338",Fatal,1,0,0,0,0,10.007681,76.441903,PULINCHODE,Rural,Village,Single,no,Near bus stop,Sunny/Clear,T- Junction,Hit and run,Other Road,Straight Road,Good,Police controlled,Car, Ambulance Private
THIRUVANANTHAPURAM CITY,Fort,1095/2000,08/01/2020,25/12/2020,17:26:00,22:45:00,"279,337,338,184 R/W S.184",Grevious Injury,0,1,0,0,0,9.978224,76.493055,NAMBIYAR PADY,Rural,Village,Single,no,Market/Commercial area,Mist/Fog,NA,Hit and run,State Highway,Straight Road,Poor,Police controlled,Car,Auto rickshaw
THIRUVANANTHAPURAM CITY,Poonthura,1096/2000,07/01/2020,21/11/2020,15:04:00,12:00:00,"279,337,338",Grevious Injury,0,1,0,1,0,10.146246,76.353435,DESAM,Rural,Village,Double,yes,Other,Sunny/Clear,NA,Hit Pedestrian,National Highway,Straight Road,Good,Uncontrolled,Car,Motor Cycle
THIRUVANANTHAPURAM CITY,Fort,1097/2000,29/01/2020,26/01/2020,16:32:00,10:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.145269,76.353071,KOTTAYI,Rural,Village,Double,yes,Other,Sunny/Clear,NA,Hit from Back,National Highway,Straight Road,Good,Uncontrolled,Scooter,Scooter
THIRUVANANTHAPURAM CITY,Fort,1098/2000,02/01/2020,01/12/2020,16:39:00,15:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.137236,76.353387,PARAMBAYAM,Rural,Village,Double,yes,Other,Sunny/Clear,Y- junction,Right turn collision,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
THIRUVANANTHAPURAM CITY,Poonthura,1099/2000,06/01/2020,02/01/2020,15:03:00,20:00:00,"279,337,338,134(a+b)",Grevious Injury,0,1,0,0,1,10.164669,76.370065,CHETHIKKODU,Rural,Village,Single,no,Other,Cloudy,NA,Hit from Side,Other Road,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
THIRUVANANTHAPURAM CITY,Kazhakkuttom,1100/2000,15/01/2020,06/01/2020,13:10:00,14:10:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.128838,76.351278,VIRITHY JN,Rural,Village,Single,no,Other,Sunny/Clear,NA,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Auto rickshaw,Motor Cycle
THIRUVANANTHAPURAM CITY,Kazhakkuttom,1101/2000,24/01/2020,15/01/2020,23:30:00,02:00:00,304(A),Minor Injury,0,0,1,0,0,10.157125,76.391367,NEDUMBASSERY,Rural,Village,Single,no,Other,Mist/Fog,NA,Head on Collision,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Car
THIRUVANANTHAPURAM CITY,Pettah,1102/2000,08/01/2020,02/01/2020,19:17:00,22:15:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.159605,76.386971,NEDUMBASSERY,Rural,Village,Single,no,Other,Mist/Fog,NA,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Auto rickshaw,Car
THIRUVANANTHAPURAM CITY,Poojappura,1103/2000,16/01/2020,01/12/2020,10:00:00,16:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.1423484,76.2155696,CHERAI PADAM,Rural,Village,Double,no,In Open area,Sunny/Clear,T- Junction,Run off the Road,State Highway,Others,Good,Uncontrolled,Motor Cycle,Scooter
THIRUVANANTHAPURAM CITY,Kazhakkuttom,1104/2000,10/01/2020,19/12/2020,17:00:00,12:00:00,MO(Grevious),Grevious Injury,0,1,0,0,0,10.1481871,76.2457418,VEDIMARA,Rural,Village,Single,no,Near bus stop,Sunny/Clear,Y- junction,Head on Collision,State Highway,Others,Good,Uncontrolled,Motor Cycle,Auto rickshaw
THIRUVANANTHAPURAM CITY,Kazhakkuttom,1105/2000,25/01/2020,24/01/2020,19:00:00,03:00:00,MO(Death),Grevious Injury,0,1,0,1,0,10.085439,76.502084,PULLUVAZHY ,Rural,Village,Single,no,Market/Commercial area,Mist/Fog,NA,Hit Pedestrian,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Scooter
THIRUVANANTHAPURAM CITY,Thiruvallam,1106/2000,02/01/2020,24/12/2020,20:12:00,18:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.960708,76.402821,VARIKOLY,Rural,Village,Single,no,Near a religious place,Mist/Fog,NA,Hit from Side,State Highway,Straight Road,Poor,Police controlled,Motor Cycle,Private Bus
THIRUVANANTHAPURAM CITY,Mannanthala,1107/2000,10/01/2020,27/09/2020,18:30:00,10:30:00,"279,337,338",Minor Injury,0,0,1,0,1,10.150518,76.215833,NORTH PARAVOOR BRIDGE,Urban,Village,Single,no,Narrow bridge or culverts,Sunny/Clear,NA,Hit from Side,National Highway,Curved Road,Good,Uncontrolled,Motor Cycle,Scooter
THIRUVANANTHAPURAM CITY,Kovalam,1108/2000,02/01/2020,17/12/2020,17:30:00,06:30:00,"279,337,338",Grevious Injury,0,1,0,0,1,10.106894,76.262025,KAVILNADA,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Scooter,Scooter
THIRUVANANTHAPURAM CITY,Kazhakkuttom,1109/2000,13/01/2020,04/01/2020,15:00:00,20:15:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.12317,76.245698,CHERIYAPPILLY,Rural,Village,Single,no,Near bus stop,Sunny/Clear,T- Junction,Hit from Side,National Highway,Curved Road,Good,Uncontrolled,Scooter,Motor Cycle
THIRUVANANTHAPURAM CITY,Karamana,1110/2000,08/01/2020,23/12/2020,19:41:00,09:45:00,"279,337,338",Grevious Injury,0,1,1,0,0,10.164669,76.370065,CHERIYAVAPPALASSERY,Rural,Village,Double,yes,Other,Sunny/Clear,NA,Hit from Back,National Highway,Straight Road,Good,Uncontrolled,Private Bus,Motor Cycle
THIRUVANANTHAPURAM CITY,Karamana,1111/2000,12/01/2020,05/12/2020,15:00:00,11:15:00,"279,337,338",Grevious Injury,1,1,0,0,0,10.054146,76.774784,NERIAMANGALAM,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Auto rickshaw,Motor Cycle
THIRUVANANTHAPURAM CITY,Karamana,1112/2000,20/01/2020,04/01/2020,17:02:00,17:15:00,"279,337,338",Grevious Injury,0,2,1,0,0,9.9775,76.4929,KADAMATTOM,Rural,Town,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit from Side,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
THIRUVANANTHAPURAM CITY,Karamana,1113/2000,20/01/2020,20/01/2020,17:00:00,18:00:00,"279,337",Minor Injury,0,0,1,1,0,10.141102,76.2170395,PERUMPADANNA,Urban,Village,Double,no,Near bus stop,Sunny/Clear,Y- junction,Hit Pedestrian,Other Road,Others,Good,Uncontrolled,Motor Cycle,Scooter
THIRUVANANTHAPURAM CITY,Karamana,1114/2000,06/01/2020,06/01/2020,17:00:00,21:45:00,MO(Minor),Grevious Injury,0,1,1,0,0,10.125313,76.307897,MAILIKAMPEEDIKA,Rural,Village,Single,no,Near a religious place,Sunny/Clear,T- Junction,Hit from Back,Other Road,Others,Good,Police controlled,Car,Motor Cycle
THIRUVANANTHAPURAM CITY,Fort,1115/2000,03/01/2020,18/12/2020,11:00:00,05:15:00,"279,337,338",Grevious Injury,0,1,0,1,0,9.99426,76.22438,KALAMUKKU,Rural,Village,Single,no,Near a religious place,Cloudy,NA,Hit Pedestrian,State Highway,Straight Road,Poor,Uncontrolled,Motor Cycle,Scooter
THIRUVANANTHAPURAM CITY,Karamana,1116/2000,04/01/2020,22/11/2020,16:00:00,09:00:00,"279,337",Grevious Injury,0,1,0,0,0,10.131027,76.287695,THATTAMPADY,Rural,Village,Single,no,Other,Sunny/Clear,T- Junction,Other,Other Road,Others,Good,Police controlled,Car,Scooter
THIRUVANANTHAPURAM CITY,Thiruvallam,1117/2000,03/01/2020,24/12/2020,13:40:00,16:15:05,"279,337",Minor Injury,0,0,1,0,0,10.093756,76.207046,VACHAKKAKL,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Rear end collision,State Highway,Straight Road,Good,Uncontrolled,Auto rickshaw,Car
THIRUVANANTHAPURAM CITY,Kazhakkuttom,1118/2000,04/01/2020,25/12/2020,16:15:00,13:10:00,"279,337,338",Minor Injury,0,0,1,1,0,10.02257,76.225182,ELAMKUNNAPUZHA,Rural,Village,Single,no,Near a religious place,Sunny/Clear,NA,Hit Pedestrian,State Highway,Straight Road,Good,Uncontrolled,Car,Scooter
THIRUVANANTHAPURAM CITY,Pettah,1119/2000,20/01/2020,15/01/2020,15:00:00,20:20:00,"279,337,338",Grevious Injury,0,1,0,1,0,9.99426,76.22438,PUTHUVYPU,Rural,Village,Single,no,In Open area,Cloudy,NA,Hit Pedestrian,State Highway,Straight Road,Poor,Uncontrolled,Motor Cycle,Motor Cycle
THIRUVANANTHAPURAM CITY,Fort,1120/2000,01/01/2020,24/09/2020,10:30:00,09:53:00,"279,337,338",Non Injury,0,0,0,0,0,9.96305,76.23746,NEAR OLD LIGHT HOUSE,Urban,City,Double,no,In Residential area,Sunny/Clear,NA,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Private Bus,Motor Cycle
THIRUVANANTHAPURAM CITY,Sreekariyam,1121/2000,07/01/2020,21/11/2020,10:00:00,08:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.0793747,76.2104988,NEAR AL AMEEN SCHOOL EDAPPALLY,Urban,City,Double,yes,Institutional Area,Sunny/Clear,NA,Hit from Back,National Highway,Straight Road,Good,Police controlled,Motor Cycle,Motor Cycle
THIRUVANANTHAPURAM CITY,Vanchiyoor,1122/2000,01/01/2020,01/12/2020,16:00:00,16:10:00,MO(Grevious),Grevious Injury,0,1,0,0,0,9.986153,76.302558,STADIUM LINK ROAD,Urban,City,Double,yes,In Residential area,Sunny/Clear,NA,Hit from Back,Other Road,Curved Road,Good,Uncontrolled,Car,Scooter
THIRUVANANTHAPURAM CITY,Nemom,1123/2000,20/01/2020,04/01/2020,14:30:00,15:46:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.99006,76.315559,CHAKKARAPPARAMBU,Urban,City,Four lanes,yes,In Open area,Sunny/Clear,NA,With parked vehicle,National Highway,Straight Road,Good,Uncontrolled,Car,Scooter
THIRUVANANTHAPURAM CITY,Thiruvallam,1124/2000,10/01/2020,08/01/2020,17:30:00,13:30:00,"279,337,338",Minor Injury,0,0,1,1,0,9.97047,76.283006,NEAR MAHARAJAS COLLEGE ,Urban,City,Single,no,Institutional Area,Sunny/Clear,T- Junction,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Auto rickshaw,Scooter
THIRUVANANTHAPURAM CITY,Peroorkada,1125/2000,19/01/2020,23/11/2020,17:45:00,08:35:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.96684,76.28643,INFRONT OF JOSCO JWELLERS EKM,Urban,City,Double,yes,Near office complex,Sunny/Clear,T- Junction,Hit and run,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Scooter
THIRUVANANTHAPURAM CITY,Peroorkada,1126/2000,06/01/2020,28/11/2020,14:00:00,15:00:00,"279,337",Grevious Injury,0,1,0,0,0,9.97571,76.288,PDMA JN,Urban,City,Double,no,Near office complex,Sunny/Clear,NA,Hit from Side,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
THIRUVANANTHAPURAM CITY,Peroorkada,1127/2000,13/01/2020,06/01/2020,16:59:00,10:00:00,MO(Minor),Grevious Injury,0,1,0,0,0,9.96684,76.28643,MG ROAD BUS STOP,Urban,City,Double,yes,Near bus stop,Sunny/Clear,T- Junction,Other,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Scooter
THIRUVANANTHAPURAM CITY,Thiruvallam,1128/2000,19/01/2020,30/12/2020,09:30:00,09:30:00,MO(Grevious),Grevious Injury,0,1,0,0,0,9.98141,76.276283,COLOMBO JN,Urban,City,Single,no,Near office complex,Sunny/Clear,T- Junction,Hit from Side,Other Road,Straight Road,Good,Uncontrolled,Lorry,Motor Cycle
THIRUVANANTHAPURAM CITY,Peroorkada,1129/2000,11/01/2020,16/12/2020,18:00:00,23:15:00,"279,337,338",Minor Injury,0,0,1,0,0,9.96684,76.28643,MG ROAD,Urban,City,Double,yes,Institutional Area,Sunny/Clear,T- Junction,Hit from Side,Other Road,Straight Road,Good,Uncontrolled,Car,Motor Cycle
THIRUVANANTHAPURAM CITY,Peroorkada,1130/2000,27/01/2020,22/11/2020,15:00:00,18:30:00,"279,337,338",Minor Injury,0,0,1,1,0,9.98141,76.276283,EYATTUMUKK,Urban,City,Single,no,Market/Commercial area,Sunny/Clear,T- Junction,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
THIRUVANANTHAPURAM CITY,Kazhakkuttom,1131/2000,11/01/2020,03/01/2020,18:49:00,00:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.97776,76.28161,TD ROAD,Urban,City,Single,no,Market/Commercial area,Sunny/Clear,T- Junction,Hit from Side,Other Road,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
THIRUVANANTHAPURAM CITY,Mannanthala,1132/2000,25/01/2020,19/12/2020,19:01:00,08:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.931233,76.267303,TD ROAD ERNAKULAM,Urban,City,Double,yes,Market/Commercial area,Sunny/Clear,Y- junction,Hit from Back,Other Road,Straight Road,Good,Traffic light signal,Tempo Van,Motor Cycle
THIRUVANANTHAPURAM CITY,Karamana,1133/2000,17/01/2020,16/01/2020,19:21:00,12:30:00,"279,304(A)",Grevious Injury,0,1,0,0,0,9.96684,76.28643,DCC JN ERNAKULAM,Urban,City,Double,yes,Market/Commercial area,Sunny/Clear,Y- junction,Hit from Back,Other Road,Straight Road,Good,Traffic light signal,Car,Auto Taxi
THIRUVANANTHAPURAM CITY,Karamana,1134/2000,01/01/2020,28/09/2020,17:31:00,19:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.98141,76.276283,COCLOMBO JN EKM,Urban,City,Single,no,Market/Commercial area,Sunny/Clear,Staggered junction,Rear end collision,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
THIRUVANANTHAPURAM CITY,Thiruvallam,1135/2000,02/01/2020,22/12/2020,18:26:00,16:30:00,MO(Grevious),Minor Injury,0,0,1,0,0,9.91774,76.31728,LAKESHORE BUSSTOP,Rural,Village,Double,yes,Near hospital,Sunny/Clear,NA,Head on Collision,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
THIRUVANANTHAPURAM CITY,Peroorkada,1136/2000,15/01/2020,03/11/2020,19:30:00,14:45:00,"279,337,338",Minor Injury,0,0,1,0,0,10.05984,76.32245,PREMIER,Rural,City,Four lanes,yes,Near a factory/industrial area,Very Hot,NA,Other,National Highway,Straight Road,Good,Police controlled,Car,Car
THIRUVANANTHAPURAM CITY,Nemom,1137/2000,03/01/2020,27/12/2020,18:45:00,01:10:00,"279,337,338",Non Injury,0,0,0,0,0,10.0329,76.2934,PONEKKARA AMRITHA HOSPITAL,Urban,City,Single,no,Near hospital,Sunny/Clear,NA,Rear end collision,Other Road,Others,Good,Police controlled,Lorry,Motor Cycle
THIRUVANANTHAPURAM CITY,Valiyathura,1138/2000,02/01/2020,22/12/2020,15:00:00,07:00:00,"279,337,338",Grevious Injury,0,1,0,0,1,9.9164074,76.291347,EDAKOCHI BRIDGE,Urban,Village,Double,no,Near bus stop,Sunny/Clear,NA,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Car,Scooter
THIRUVANANTHAPURAM CITY,Sreekariyam,1139/2000,15/01/2020,04/12/2020,13:24:00,16:15:00,"279,337,338",Grevious Injury,0,1,0,1,0,10.048432,76.337995,HMT COMPANY ,Urban,City,Four lanes,no,Near a factory/industrial area,Snow,NA,Hit Pedestrian,Other Road,Others,Not Known,Traffic light signal,Motor Cycle,Motor Cycle
THIRUVANANTHAPURAM RURAL,Kadinamkulam,1140/2000,14/01/2020,16/12/2020,10:45:00,13:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.93549,76.25831,MUNDAMVELI,Urban,City,Single,no,In Residential area,Sunny/Clear,T- Junction,Hit from Side,Other Road,Others,Good,Uncontrolled,Scooter,Scooter
THIRUVANANTHAPURAM RURAL,Kadinamkulam,1141/2000,03/01/2020,03/12/2020,14:17:00,09:25:00,MO(Grevious),Grevious Injury,0,1,0,0,0,10.004514,76.313069,NEAR PALARIVATTOM FLYOVER,Urban,City,Double,yes,Near bus stop,Sunny/Clear,NA,Hit from Side,Bypass,Straight Road,Good,Uncontrolled,KSRTC Bus,Scooter
THIRUVANANTHAPURAM RURAL,Varkala,1142/2000,22/01/2020,15/01/2020,14:47:00,09:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.992861,76.315083,PUTHIYA ROAD JN ,Urban,City,Four lanes,yes,Near hospital,Sunny/Clear,NA,Hit from Back,Bypass,Straight Road,Good,Uncontrolled,Tempo Van,Motor Cycle
THIRUVANANTHAPURAM RURAL,Balaramapuram,1143/2000,05/01/2020,27/12/2020,18:30:00,18:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.98683,76.2999,KATHRIKADAVU,Urban,City,Single,yes,Other,Sunny/Clear,NA,Other,Other Road,Others,Good,Uncontrolled,Mini Lorry,Motor Cycle
THIRUVANANTHAPURAM RURAL,Balaramapuram,1144/2000,08/01/2020,03/01/2020,16:00:00,21:00:00,"279,337,338,S.3(1)R/W S.181",Grevious Injury,0,1,0,1,0,9.96954,76.28991,SOUTH OVER BRIDGE,Urban,City,Single,yes,Other,Sunny/Clear,NA,Hit Pedestrian,Other Road,Others,Good,Uncontrolled,Scooter,Scooter
THIRUVANANTHAPURAM RURAL,Aruvikkara,1145/2000,15/01/2020,05/01/2020,18:30:00,10:45:00,279,Minor Injury,0,0,1,1,0,10.001114,76.300328,NEAR KALOOR METRO STATION,Urban,City,Double,yes,Market/Commercial area,Sunny/Clear,T- Junction,Hit Pedestrian,National Highway,Straight Road,Good,Police controlled,Motor Cycle,Scooter
THIRUVANANTHAPURAM RURAL,Kadinamkulam,1146/2000,10/01/2020,02/01/2020,22:30:00,21:40:00,"279,337,338",Grevious Injury,0,3,1,0,0,9.93736,76.27927,VATHURUTHY BUS STOP,Urban,City,Single,no,Near bus stop,Sunny/Clear,NA,Right-angled collision,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
THIRUVANANTHAPURAM RURAL,Kadinamkulam,1147/2000,20/01/2020,20/01/2020,12:44:00,08:20:00,"279,304(A)",Grevious Injury,0,1,0,0,0,9.991128,76.290234,JUDGES AVANUE,Urban,City,Double,no,Market/Commercial area,Sunny/Clear,NA,Rear end collision,Other Road,Others,Good,Uncontrolled,Lorry,Motor Cycle
THIRUVANANTHAPURAM RURAL,Chirayinkil,1148/2000,07/01/2020,29/11/2020,14:55:00,07:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.995114,76.292195,KALOOR,Urban,City,Double,yes,Other,Sunny/Clear,Four arm junction,Other,Other Road,Others,Not Known,Traffic light signal,Scooter,Motor Cycle
THIRUVANANTHAPURAM RURAL,Kattakkada,1149/2000,07/01/2020,06/12/2020,17:43:00,22:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.997523,76.295467,INFRONT OF ST ANTONY CHURCH KALOOR,Urban,City,Double,yes,Other,Mist/Fog,NA,Other,Other Road,Others,Not Known,Flashing signal/blinker,Motor Cycle,Motor Cycle
THIRUVANANTHAPURAM RURAL,Kattakkada,1150/2000,14/01/2020,10/01/2020,19:45:00,05:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.931233,76.267303,KALTHIL PARAMB ROAD ERNAKULAM,Urban,City,Single,no,Near office complex,Sunny/Clear,T- Junction,Hit from Side,Other Road,Curved Road,Good,Uncontrolled,Auto rickshaw,Scooter
THIRUVANANTHAPURAM RURAL,Chirayinkil,1151/2000,05/01/2020,10/11/2020,12:30:00,11:00:00,MO(Grevious),Non Injury,0,0,0,0,0,9.98141,76.27628,HIGHCOURT JN,Urban,City,Single,no,Near office complex,Sunny/Clear,T- Junction,Hit from Side,Other Road,Straight Road,Good,Police controlled,Auto rickshaw,Scooter
THIRUVANANTHAPURAM RURAL,Attingal,1152/2000,28/01/2020,28/01/2020,18:30:00,08:00:00,"279,337,304(A)",Grevious Injury,0,1,0,0,0,9.98727,76.27197,ABRAHAM MADCKAL ROAD,Urban,City,Single,yes,Market/Commercial area,Sunny/Clear,T- Junction,Hit and run,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Scooter
THIRUVANANTHAPURAM RURAL,Attingal,1153/2000,17/01/2020,05/01/2020,18:40:00,11:50:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.002525,76.309592,KALAVATHU ROAD,Urban,City,Single,no,Near office complex,Sunny/Clear,NA,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
